place,passing,jockey,up,borderNum,weight,popularity,topHourseNmae,basisWeigh,horseNum,distance,raceTitle,date,R,headCount,topDiff,weather,fieldCondition,money,order,name,time,rap,odds
4中京1,13-13-2-2,蛯名正義,37.7,6,454(0),3,ヒカリコーズウェー,56,11,ダ1700,3歳上500万下,2009/12/12,7,16,0.0,晴,重,290.0,2,サイモントルナーレ ,1:44.7,29.0-37.8,4.5
,,,,,,,,,,,,,,,,,,,,マカヒキ ,,,
3福島10,2-3-2-2,中舘英二,38.3,6,454(-2),1,シルクプレスト,55,11,ダ1700,3歳上500万下,2009/11/22,9,15,0.3,晴,良,180.0,3,サイモントルナーレ ,1:47.3,29.7-38.2,2.6
5東京8,12-12-11-11,内田博幸,35.1,6,500(-4),6,シュヴァルグラン,57,11,芝2400,ジャパンC(G1),2017/11/26,11,17,0.9,晴,良,"4,500.0",4,マカヒキ ,2:24.6,36.3-35.1,15.0
4東京8,6-6,蛯名正義,37.2,4,456(+4),4,トーセンマドローナ,55,6,ダ1600,3歳上500万下,2009/11/01,6,15,0.2,晴,良,110.0,4,サイモントルナーレ ,1:38.3,34.8-37.8,10.8
4東京9,15-17-15,内田博幸,38.6,7,504(+2),9,キタサンブラック,58,15,芝2000,天皇賞(秋)(G1),2017/10/29,11,18,1.2,雨,不,"1,500.0",5,マカヒキ ,2:09.5,38.6-38.7,22.6
4東京2,15-14-12-12,中舘英二,38.9,4,452(+2),8,トウショウゲーム,55,7,ダ2100,3歳上500万下,2009/10/11,8,16,1.1,晴,良,74.0,5,サイモントルナーレ ,2:14.7,30.5-38.9,17.0
4東京2,5-6-6,内田博幸,33.3,2,502(0),2,リアルスティール,57,2,芝1800,毎日王冠(G2),2017/10/08,11,12,0.3,曇,良, ,6,マカヒキ ,1:45.9,35.6-33.5,5.6
2福島5,5-5-3-2,蛯名正義,38.0,7,450(+4),2,(シルククレヴァー),56,12,ダ1700,3歳未勝利,2009/07/04,7,15,-0.6,曇,不,500.0,1,サイモントルナーレ ,1:45.4,29.4-38.3,5.1
2阪神4,11-12-13-10,ルメール,33.9,8,502(0),2,キタサンブラック,57,14,芝2000,大阪杯(G1),2017/04/02,11,14,0.4,晴,良,"1,800.0",4,マカヒキ ,1:59.3,35.5-35.3,3.8
1新潟7,2-2-1-1,中舘英二,39.1,7,446(+4),5,サウスクリヨン,56,12,ダ1800,3歳未勝利,2009/05/23,4,14,0.5,曇,良,130.0,3,サイモントルナーレ ,1:57.0,38.2-38.6,10.3
2京都6,5-5-5-4,ムーア,34.9,3,502(0),1,サトノクラウン,57,3,芝2200,京都記念(G2),2017/02/12,11,10,0.2,晴,稍,"1,610.2",3,マカヒキ ,2:14.3,36.4-36.0,1.7
2東京3,9-8-8,蛯名正義,36.0,5,442(+2),6,シャイニータイガー,56,7,芝1800,3歳未勝利,2009/05/02,6,13,1.0,晴,良, ,6,サイモントルナーレ ,1:49.0,35.1-36.5,10.4
シャンテ, ,ルメール, , ,計不,1,,56,14,芝2400,凱旋門賞(G1),2016/10/02, ,16, ,晴,良, ,14,マカヒキ , , , 
3中山6,12-12-12-11,蛯名正義,35.9,4,440(0),3,ヘディングマキ,56,7,芝2000,3歳未勝利,2009/04/12,5,18,0.9,晴,良,50.0,5,サイモントルナーレ ,2:03.8,36.7-36.2,10.0
フランス, ,ルメール, , ,計不,1,(ミッドターム),58,5,芝2400,ニエル賞(G2),2016/09/11, ,5, , ,良, ,1,マカヒキ ,2:35.84, , 
2東京12,7-8-8-8,川田将雅,33.3,2,502(+4),3,(サトノダイヤモンド),57,3,芝2400,東京優駿(G1),2016/05/29,10,18,0.0,晴,良,"23,153.5",1,マカヒキ ,2:24.0,35.6-34.2,4.0
3中山8,17-17-15-13,川田将雅,33.9,2,498(+2),3,ディーマジェスティ,57,3,芝2000,皐月賞(G1),2016/04/17,11,18,0.2,晴,良,"4,796.8",2,マカヒキ ,1:58.1,34.2-35.6,3.7
2中山4,12-9-9-8,ルメール,33.6,8,496(0),2,(リオンディーズ),56,11,芝2000,報知杯弥生賞(G2),2016/03/06,11,12,0.0,曇,良,"5,485.4",1,マカヒキ ,1:59.9,34.3-35.1,2.6
1京都7,5-5-6-4,ルメール,32.6,5,496(-10),1,(ノーブルマーズ),56,5,芝2000,若駒S(OP),2016/01/23,10,8,-0.2,曇,良,"1,919.6",1,マカヒキ ,2:02.4,37.6-33.5,1.6
,,,,,,,,,,,,,,,,,,,,アプルーヴァル ,,,
5阪神2,6-7,Ｍ．デム,37.2,7,514(-8),1,ロードアクシス,55,14,芝1800,2歳未勝利,2017/12/03,6,16,2.8,晴,良, ,14,アプルーヴァル ,1:50.8,35.3-35.0,2.3
,,,,,,,,,,,,,,,,,,,,フラットレー ,,,
4東京6,4-5-4,ルメール,35.5,2,478(0),1,コスモイグナーツ,55,2,芝1800,アイビーS(OP),2017/10/21,9,7,0.4,雨,不,160.0,5,フラットレー ,1:51.8,37.0-36.1,1.8
,,,,,,,,,,,,,,,,,,,,ナックビーナス ,,,
5中山2,3-2,横山典弘,33.8,5,518(+6),1,アルティマブラッド,54,5,芝1200,ラピスラズリS(OP),2017/12/03,11,12,0.1,晴,良,927.6,2,ナックビーナス ,1:08.0,33.9-34.0,1.8
3新潟6, ,勝浦正樹,33.6,4,512(-11),3,アペルトゥーラ,54,7,芝1000,ルミエールオータムD(OP),2017/10/29,11,18,0.1,雨,重,931.2,2,ナックビーナス ,0:55.9,32.9-33.9,5.2
大井,12-12,武豊,37.0,7,523(-3),4,キタサンミカヅキ,54,13,ダ1200,東京盃競走(G2),2017/10/04,11,16,1.4,曇,良, ,9,ナックビーナス ,1:13.5,35.2-36.9,5.9
2札幌4,1-1,横山典弘,35.6,5,526(+10),5,エポワス,54,6,芝1200,キーンランドC(G3),2017/08/27,11,13,0.1,晴,良,"1,006.6",3,ナックビーナス ,1:09.1,33.5-35.5,11.4
2中京6,6-8,石川裕紀,34.9,8,516(-2),12,セイウンコウセイ,55,17,芝1200,高松宮記念(G1),2017/03/26,11,18,0.8,小雨,稍, ,8,ナックビーナス ,1:09.5,33.8-34.9,68.8
2中山3,4-4,石川裕紀,34.5,1,518(0),3,メラグラーナ,54,2,芝1200,夕刊フジオーシャンS(G3),2017/03/04,11,16,0.1,曇,良,"1,616.2",2,ナックビーナス ,1:08.4,33.6-34.7,7.9
2京都7,4-4,横山典弘,34.9,7,518(-2),4,レッツゴードンキ,55,13,芝1400,京都牝馬S(G3),2017/02/18,11,18,0.6,晴,稍, ,7,ナックビーナス ,1:23.1,35.8-34.7,7.5
1中山6,6-5,横山典弘,34.7,6,520(+4),1,(コスモドーム),54,7,芝1200,カーバンクルS(OP),2017/01/21,11,12,-0.1,晴,良,"2,326.6",1,ナックビーナス ,1:08.5,33.2-35.3,2.1
5中山3,3-3,横山典弘,35.2,3,516(+2),2,メラグラーナ,54,5,芝1200,ラピスラズリS(OP),2016/12/10,11,16,0.2,晴,良,930.0,2,ナックビーナス ,1:08.6,33.2-35.2,5.7
5東京4,1-1,横山典弘,34.7,4,514(-2),7,(アルバタックス),52,7,芝1400,オーロC(OP),2016/11/13,11,18,0.0,曇,良,"2,340.6",1,ナックビーナス ,1:21.6,35.2-34.7,15.2
4京都2,6-5,酒井学,33.9,7,516(+8),1,ラインスピリット,51,10,芝1200,夕刊フジ杯オパールS(OP),2016/10/09,11,13,0.3,晴,稍, ,6,ナックビーナス ,1:08.7,34.3-34.1,4.0
2札幌4,3-2,酒井学,34.5,8,508(0),9,ブランボヌール,51,13,芝1200,キーンランドC(G3),2016/08/28,11,14,0.3,晴,良,410.0,5,ナックビーナス ,1:08.8,34.1-34.4,21.9
3京都8,4-3,酒井学,33.4,2,508(+6),4,(ラズールリッキー),54,2,芝1200,葵S(OP),2016/05/15,10,12,-0.1,晴,良,"1,926.6",1,ナックビーナス ,1:07.9,34.3-33.6,7.7
1福島4,3-2,勝浦正樹,35.4,5,502(-6),1,(キーナンバー),54,9,芝1200,雪うさぎ賞(500万下),2016/04/17,10,16,-0.3,曇,稍,929.9,1,ナックビーナス ,1:10.1,34.5-35.6,3.0
2中山6,2-2-1,横山典弘,35.5,8,508(-6),3,キャプテンペリー,54,11,芝1600,3歳500万下,2016/03/13,6,12,0.3,曇,良,180.0,3,ナックビーナス ,1:35.2,35.9-35.2,6.5
1東京5,6-6,横山典弘,35.4,3,514(+4),13,メジャーエンブレム,54,5,芝1600,デイリー杯クイーンC(G3),2016/02/13,11,16,1.3,晴,良, ,6,ナックビーナス ,1:33.8,34.4-34.7,123.9
1中山7,1-1,横山典弘,37.8,4,510(+4),2,(リバティークイーン),54,8,ダ1200,3歳未勝利,2016/01/23,1,16,0.0,曇,稍,500.0,1,ナックビーナス ,1:12.2,34.4-37.8,3.0
1中山3,1-1,横山典弘,39.0,1,506(+10),2,ハイデンガールズ,54,1,ダ1200,3歳未勝利,2016/01/10,1,16,0.0,晴,良,200.0,2,ナックビーナス ,1:13.6,34.6-39.0,3.8
5東京4,1-1,横山典弘,37.6,3,496(-10),1,ジャルーズ,54,5,ダ1400,2歳未勝利,2015/11/15,1,15,0.2,曇,不,200.0,2,ナックビーナス ,1:25.6,35.5-37.4,1.6
4東京4,1-1,横山典弘,35.3,7,506(-4),2,クインズサン,54,7,芝1600,2歳未勝利,2015/10/17,3,10,0.3,曇,稍,200.0,2,ナックビーナス ,1:37.0,37.2-35.0,4.0
,,,,,,,,,,,,,,,,,,,,レインボーライン ,,,
5東京8,16-16-17-17,岩田康誠,34.6,5,448(-4),8,シュヴァルグラン,57,9,芝2400,ジャパンC(G1),2017/11/26,11,17,1.0,晴,良, ,6,レインボーライン ,2:24.7,36.3-35.1,57.7
4東京9,10-12-5,岩田康誠,38.7,4,452(+8),13,キタサンブラック,58,8,芝2000,天皇賞(秋)(G1),2017/10/29,11,18,0.4,雨,不,"3,854.6",3,レインボーライン ,2:08.7,38.6-38.7,59.6
3阪神8,10-9-10-6,岩田康誠,36.3,6,444(+2),7,サトノクラウン,58,7,芝2200,宝塚記念(G1),2017/06/25,11,11,0.9,曇,稍,"1,500.0",5,レインボーライン ,2:12.3,35.2-35.7,23.8
3京都4,17-17-17-14,Ｍ．デム,35.7,8,442(-6),7,キタサンブラック,58,16,芝3200,天皇賞(春)(G1),2017/04/30,11,17,1.8,晴,良, ,12,レインボーライン ,3:14.3,35.6-35.5,23.2
3中山1,8-8-8-9,Ｍ．デム,35.4,5,448(+10),2,シャケトラ,55,9,芝2500,日経賞(G2),2017/03/25,11,16,0.3,晴,良,"1,000.0",4,レインボーライン ,2:33.1,30.6-36.2,5.1
5東京8,12-12-14-13,ルメール,34.3,7,438(-6),8,キタサンブラック,55,14,芝2400,ジャパンC(G1),2016/11/27,11,17,0.6,小雨,良, ,6,レインボーライン ,2:26.4,37.2-34.7,18.7
4京都7,14-14-16-12,福永祐一,34.2,6,444(+2),9,サトノダイヤモンド,57,11,芝3000,菊花賞(G1),2016/10/23,11,18,0.4,曇,良,"5,484.6",2,レインボーライン ,3:03.7,35.3-34.7,24.9
2札幌2,11-11-12-11,福永祐一,36.3,1,442(+10),4,ネオリアリズム,54,2,芝2000,札幌記念(G2),2016/08/21,11,16,0.4,雨,稍,"1,816.0",3,レインボーライン ,2:02.1,35.6-36.9,12.3
2東京12,14-13-14-14,福永祐一,33.7,2,432(+2),12,マカヒキ,57,4,芝2400,東京優駿(G1),2016/05/29,10,18,0.7,晴,良, ,8,レインボーライン ,2:24.7,35.6-34.2,155.4
2東京6,9-9,福永祐一,34.4,8,430(-2),12,メジャーエンブレム,57,18,芝1600,NHKマイルC(G1),2016/05/08,11,18,0.1,晴,良,"2,455.2",3,レインボーライン ,1:32.9,34.3-35.1,40.7
3中山5,14-13-12,内田博幸,34.6,1,432(-6),4,ダンツプリウス,56,2,芝1600,ニュージーランドT(G2),2016/04/09,11,16,0.1,曇,良,540.0,5,レインボーライン ,1:34.0,34.9-35.2,7.2
1阪神1,9-5,Ｍ．デム,34.6,4,438(+4),4,(ダンツプリウス),56,6,芝1600,アーリントンC(G3),2016/02/27,11,14,0.0,曇,良,"3,855.3",1,レインボーライン ,1:34.1,34.4-35.0,6.8
1京都3,9-7,幸英明,35.3,3,434(0),7,ロジクライ,56,5,芝1600,日刊スポシンザン記念(G3),2016/01/10,11,18,0.4,晴,良, ,6,レインボーライン ,1:34.5,34.8-36.0,18.3
5阪神8,8-7,幸英明,34.7,1,434(-2),4,(サンライズクロンヌ),55,1,芝1600,千両賞(500万下),2015/12/27,9,10,0.0,曇,良,"1,023.8",1,レインボーライン ,1:35.8,36.0-35.3,4.0
5東京7,7-7-7,蛯名正義,33.7,7,436(-6),8,スマートオーディン,55,8,芝1800,東京スポーツ杯2歳S(G3),2015/11/23,11,11,0.6,曇,良, ,9,レインボーライン ,1:50.1,36.9-33.7,37.2
4京都8,3-4,岩田康誠,33.3,5,442(-2),4,ブラックスピネル,55,5,芝1800,萩S(OP),2015/10/31,8,5,0.2,晴,良,401.7,3,レインボーライン ,1:47.8,37.0-34.5,10.3
2札幌4,6-6-3-2,四位洋文,35.6,8,444(-8),1,(ティソーナ),54,9,芝1800,2歳未勝利,2015/08/30,2,9,-0.4,晴,良,500.0,1,レインボーライン ,1:49.5,36.0-35.7,1.9
1札幌5,10-9-7-5,四位洋文,35.7,7,452(-2),2,ラブレオ,54,11,芝1800,2歳未勝利,2015/08/15,2,14,0.4,小雨,良,200.0,2,レインボーライン ,1:50.5,36.7-35.8,3.6
,,,,,,,,,,,,,,,,,,,, ○市ディープインパクト ,,,
5中山8,12-12-11-10,武豊,33.8,3,438(+2),1,(ポップロック),57,4,芝2500,有馬記念(G1),2006/12/24,9,14,-0.5,晴,良,"18,302.4",1, ○市ディープインパクト ,2:31.9,30.0-35.4,1.2
5東京8,11-11-11-7,武豊,33.5,6,436(0),1,(ドリームパスポート),57,6,芝2400,ジャパンC(G1),2006/11/26,10,11,-0.3,小雨,良,"25,235.2",1, ○市ディープインパクト ,2:25.1,37.0-34.3,1.3
フランス, ,武豊, , ,計不, ,,59.5,1,芝2400,凱旋門賞(G1),2006/10/01,7,8, ,晴,良, ,失, ○市ディープインパクト , , , 
4京都4,12-12-9-7,武豊,34.9,6,442(+4),1,(ナリタセンチュリー),58,8,芝2200,宝塚記念(G1),2006/06/25,11,13,-0.7,雨,稍,"13,473.0",1, ○市ディープインパクト ,2:13.0,36.2-35.8,1.1
3京都4,14-14-4-1,武豊,33.5,4,438(-4),1,(リンカーン),58,7,芝3200,天皇賞(春)(G1),2006/04/30,11,17,-0.6,晴,良,"13,573.8",1, ○市ディープインパクト ,3:13.4,36.2-33.5,1.1
1阪神8,6-6-4-2,武豊,36.8,2,442(+2),1,(トウカイトリック),58,2,芝3000,阪神大賞典(G2),2006/03/19,11,9,-0.6,曇,稍,"6,564.4",1, ○市ディープインパクト ,3:08.8,36.8-37.5,1.1
5中山8,11-10-8-6,武豊,34.6,3,440(-4),1,ハーツクライ,55,6,芝2500,有馬記念(G1),2005/12/25,9,16,0.1,晴,良,"7,296.0",2, ○市ディープインパクト ,2:32.0,30.1-35.5,1.3
4京都6,7-7-7-7,武豊,33.3,4,444(-4),1,(アドマイヤジャパン),57,7,芝3000,菊花賞(G1),2005/10/23,11,16,-0.3,晴,良,"15,246.7",1, ○市ディープインパクト ,3:04.6,36.3-35.7,1.0
4阪神6,12-12-11-5,武豊,34.1,6,448(0),1,(シックスセンス),56,9,芝2000,神戸新聞杯(G2),2005/09/25,11,13,-0.4,曇,良,"5,495.2",1, ○市ディープインパクト ,1:58.4,35.1-35.0,1.1
3東京4,15-13-12-10,武豊,33.4,3,448(+4),1,(インティライミ),57,5,芝2400,東京優駿(G1),2005/05/29,10,18,-0.8,晴,良,"18,975.3",1, ○市ディープインパクト ,2:23.3,35.5-34.5,1.1
3中山8,15-16-9-9,武豊,34.0,7,444(-2),1,(シックスセンス),57,14,芝2000,皐月賞(G1),2005/04/17,11,18,-0.4,晴,良,"13,200.0",1, ○市ディープインパクト ,1:59.2,35.0-34.5,1.3
2中山4,8-7-7-3,武豊,34.1,8,446(-4),1,(アドマイヤジャパン),56,10,芝2000,報知杯弥生賞(G2),2005/03/06,11,10,0.0,曇,良,"5,475.6",1, ○市ディープインパクト ,2:02.2,37.4-34.9,1.2
1京都7,7-7-6-6,武豊,33.6,4,450(-2),1,(ケイアイヘネシー),56,4,芝2000,若駒S(OP),2005/01/22,10,7,-0.9,曇,良,"1,917.5",1, ○市ディープインパクト ,2:00.8,35.0-36.1,1.1
,,,,,,,,,,,,,,,,,,,,サンビスタ ,,,
4中京2,9-6-8-6,Ｍ．デム,37.4,2,476(+3),12,(ノンコノユメ),55,4,ダ1800,チャンピオンズC(G1),2015/12/06,11,16,-0.2,曇,良,"9,744.4",1,サンビスタ ,1:50.4,35.5-37.9,66.4
大井,6-4-4-4,岩田康誠,40.1,3,473(-3),1,ホワイトフーガ,55,6,ダ1800,JBCレディスクラシ(G1),2015/11/03,8,15,1.1,晴,不,"1,435.0",2,サンビスタ ,1:52.6,35.8-39.6,1.3
大井,3-4-3-3,岩田康誠,36.3,7,476(-10),2,(トロワボヌール),57,12,ダ1800,レディスプレリュード(G2),2015/10/01,11,14,-0.4,雨,稍,"3,100.0",1,サンビスタ ,1:50.2,36.8-36.6,2.5
門別,5-5-4-3,岩田康誠,38.5,6,486(+10),1,アムールブリエ,58,10,ダ2000,ブリーダーズゴールド(G3),2015/08/13,10,14,0.0,曇,良,500.0,2,サンビスタ ,2:08.1, ,2.6
川崎,3-3-2-2,岩田康誠,39.8,6,476(-3),1,トロワボヌール,58,7,ダ1600,スパーキングレディー(G3),2015/07/01,11,12,0.9,曇,重,500.0,3,サンビスタ ,1:41.7,36.8-39.1,1.4
船橋,5-4-6-5,岩田康誠,38.8,1,479(-2),2,ワンダーアキュート,55,1,ダ1600,かしわ記念(G1),2015/05/05,11,10,1.8,晴,良,300.0,5,サンビスタ ,1:39.2,35.6-37.2,2.9
船橋,2-2-2-2,岩田康誠,37.0,6,481(+5),1,(トロワボヌール),58,8,ダ1600,マリーンC(G3),2015/04/14,10,12,-0.8,小雨,不,"2,100.0",1,サンビスタ ,1:38.4,36.6-37.1,1.6
1東京8,8-10,Ｃ．デム,36.2,5,476(+3),6,コパノリッキー,55,9,ダ1600,フェブラリーS(G1),2015/02/22,11,16,0.4,曇,良, ,7,サンビスタ ,1:36.7,34.3-36.3,15.6
大井,5-5-5-3,Ｃ．デム,36.5,5,473(-5),1,(アクティビューティ),57,5,ダ1800,TCK女王盃競走(G3),2015/01/21,11,8,-0.4,雨,稍,"2,200.0",1,サンビスタ ,1:52.3,38.5-36.8,1.8
4中京2,12-10-8-7,松田大作,36.3,4,478(+4),15,ホッコータルマエ,55,7,ダ1800,チャンピオンズC(G1),2014/12/07,11,16,0.4,晴,良,"1,400.0",4,サンビスタ ,1:51.4,37.5-36.5,67.4
盛岡,4-6-5-4,岩田康誠,36.6,5,474(-2),2,(トロワボヌール),55,10,ダ1800,JBCレディスクラシ(G1),2014/11/03,8,16,-0.2,曇,重,"4,100.0",1,サンビスタ ,1:49.3, ,4.9
大井,4-4-4-4,岩田康誠,36.2,3,476(+2),2,ワイルドフラッパー,55,3,ダ1800,レディスプレリュード(G2),2014/10/02,11,10,0.3,曇,良,"1,085.0",2,サンビスタ ,1:51.8,37.3-36.3,2.5
門別,3-3-4-2,岩田康誠,39.3,8,474(+2),2,(ワイルドフラッパー),55,13,ダ2000,ブリーダーズゴールド(G3),2014/08/14,11,14,-0.7,晴,良,"2,500.0",1,サンビスタ ,2:07.4, ,4.3
2函館4,9-8-7-5,岩田康誠,36.6,5,472(+5),2,ロイヤルクレスト,53,6,ダ1700,マリーンS(OP),2014/07/13,11,13,0.1,曇,良,808.4,2,サンビスタ ,1:43.5,29.7-37.3,5.1
川崎,5-6-4-3,Ｄ．バル,39.2,4,467(-3),2,ワイルドフラッパー,55,5,ダ2100,エンプレス杯[指定交(G2),2014/03/05,11,13,2.2,雨,不,700.0,3,サンビスタ ,2:14.3,29.7-37.4,5.2
1小倉4,4-4-4-3,バルジュ,36.9,4,470(-2),1,(カチューシャ),54,7,ダ1700,門司S(1600万下),2014/02/16,11,15,-0.2,晴,稍,"1,622.9",1,サンビスタ ,1:43.1,29.1-37.5,3.3
1京都6,3-3-3-3,岩田康誠,36.5,5,472(+2),1,クリノヒマラヤオー,55,8,ダ1900,雅S(1600万下),2014/01/18,11,14,0.6,晴,良, ,6,サンビスタ ,1:59.6,30.9-36.1,3.9
1京都1,3-3-5-5,岩田康誠,37.0,6,470(0),9,マイネルバイカ,55,11,ダ1800,初夢S(1600万下),2014/01/05,10,15,0.5,晴,良,454.6,3,サンビスタ ,1:51.2,36.7-37.0,16.9
3函館2,1-1-1-1,岩田康誠,36.5,5,470(-4),1,(カチューシャ),55,7,ダ1700,竜飛崎特別(1000万下),2013/07/28,12,13,0.0,曇,稍,"1,472.2",1,サンビスタ ,1:44.0,30.3-36.5,2.7
2函館4,4-5-4-3,岩田康誠,36.8,7,474(+12),4,ヒルノマドリード,55,10,ダ1700,駒場特別(1000万下),2013/07/14,10,13,0.3,晴,良,364.1,3,サンビスタ ,1:44.3,29.7-37.0,4.6
3中山7,12-12-12-11,蛯名正義,37.2,4,462(-6),8,アメリカンウィナー,55,8,ダ1800,総武S(1600万下),2013/04/13,10,16,0.8,晴,良,444.9,3,サンビスタ ,1:52.8,36.3-38.6,37.4
2中山8,9-10-9-8,津村明秀,38.6,1,468(0),5,アントニオピサ,53,2,ダ1800,下総S(1600万下),2013/03/17,10,16,1.5,晴,良, ,9,サンビスタ ,1:54.1,36.6-38.0,13.7
1小倉8,12-11-8-5,吉田隼人,37.2,8,468(+12),4,(シルクキングリー),52,16,ダ1700,早鞆特別(1000万下),2013/03/03,11,16,-0.2,晴,稍,"1,319.2",1,サンビスタ ,1:45.0,29.3-38.0,10.2
4京都3,2-2-3-3,和田竜二,36.5,2,456(-2),1,(タマモクララ),53,2,ダ1800,3歳上500万下,2012/10/08,8,11,-0.2,晴,良,720.0,1,サンビスタ ,1:52.3,37.7-37.0,3.3
4阪神4,6-6-6-4,川田将雅,38.0,3,458(-4),3,ショウナンマオ,52,3,ダ1800,3歳上500万下,2012/09/16,6,13,0.1,曇,良,180.0,3,サンビスタ ,1:53.4,35.5-38.4,10.2
3京都5,7-6-6-6,川田将雅,37.5,7,462(-2),4,(ブライトポジー),54,12,ダ1800,3歳未勝利,2012/05/05,1,15,-0.1,晴,良,500.0,1,サンビスタ ,1:55.2,36.6-38.0,14.9
2阪神7,9-10-9-6,川田将雅,38.3,4,464(-4),2,トーブプリンセス,54,7,ダ1800,3歳未勝利,2012/04/14,1,16,1.1,曇,重, ,6,サンビスタ ,1:55.3,37.2-37.9,7.5
,,,,,,,,,,,,,,,,,,,,リシュブール ,,,
4京都8,6-7-5-8,Ｍ．デム,36.0,8,460(+2),1,ケイティクレバー,55,9,芝2000,2歳未勝利,2017/10/28,3,9,0.7,雨,稍,200.0,2,リシュブール ,2:06.3,38.7-35.8,1.3
,,,,,,,,,,,,,,,,,,,,ホッコータルマエ ,,,
川崎,2-2-1-1,幸英明,38.9,5,507(+5),3,アウォーディー,57,8,ダ2100,JBCクラシック(G1),2016/11/03,11,14,0.1,晴,重,"2,800.0",2,ホッコータルマエ ,2:15.4,30.8-38.8,6.6
盛岡,2-1,幸英明,36.2,6,502(-1),4,コパノリッキー,57,10,ダ1600,マイルチャンピオンシ(G1),2016/10/10,11,13,0.8,曇,稍,585.0,3,ホッコータルマエ ,1:34.3, ,7.4
大井,4-5-4-2,幸英明,38.4,7,503(0),4,コパノリッキー,57,10,ダ2000,帝王賞競走(G1),2016/06/29,11,12,2.4,曇,不,600.0,4,ホッコータルマエ ,2:05.9,36.0-36.1,4.9
アラブ首, ,幸英明, , ,計不,10,,57,8,ダ2000,ドバイワールドC(G1),2016/03/26, ,12, , ,良, ,9,ホッコータルマエ , , , 
川崎,4-4-3-3,幸英明,37.2,8,507(+5),1,(サウンドトゥルー),57,12,ダ2100,川崎記念[指定交流](G1),2016/01/27,11,13,0.0,晴,良,"6,000.0",1,ホッコータルマエ ,2:14.1,30.4-39.0,2.1
大井,2-2-2-2,幸英明,38.1,8,502(-8),1,サウンドトゥルー,57,13,ダ2000,東京大賞典競走(G1),2015/12/29,10,14,0.3,晴,良,"2,800.0",2,ホッコータルマエ ,2:03.3,36.7-37.8,2.3
4中京2,6-6-2-2,幸英明,38.1,7,510(+8),2,サンビスタ,57,13,ダ1800,チャンピオンズC(G1),2015/12/06,11,16,0.3,曇,良,940.0,5,ホッコータルマエ ,1:50.7,35.5-37.9,3.7
大井,5-3-2-2,幸英明,37.4,5,502(0),1,コパノリッキー,57,10,ダ2000,JBCクラシック競走(G1),2015/11/03,10,16,0.6,晴,不,"1,600.0",3,ホッコータルマエ ,2:05.0,36.8-37.0,1.4
大井,4-5-3-2,幸英明,38.6,1,502(0),1,(クリソライト),57,1,ダ2000,帝王賞競走(G1),2015/06/24,11,12,-0.2,晴,良,"6,000.0",1,ホッコータルマエ ,2:02.7,35.2-38.7,1.5
アラブ首, ,幸英明, , ,計不,4,,57,2,ダ2000,ドバイワールドC(G1),2015/03/28, ,9, ,晴,良, ,5,ホッコータルマエ , , , 
川崎,5-5-4-2,幸英明,39.4,5,507(+6),1,(カゼノコ),57,5,ダ2100,川崎記念[指定交流](G1),2015/01/28,11,12,-0.1,晴,重,"6,000.0",1,ホッコータルマエ ,2:16.9,30.9-39.8,1.0
大井,2-2-2-2,幸英明,36.9,3,501(-7),1,(コパノリッキー),57,6,ダ2000,東京大賞典競走(G1),2014/12/29,10,16,-0.8,曇,重,"7,000.0",1,ホッコータルマエ ,2:03.0,36.3-37.0,1.7
4中京2,2-2-2-2,幸英明,36.4,4,508(+2),2,(ナムラビクター),57,8,ダ1800,チャンピオンズC(G1),2014/12/07,11,16,-0.1,晴,良,"9,740.2",1,ホッコータルマエ ,1:51.0,37.5-36.5,5.9
盛岡,3-3-3-3,幸英明,36.3,4,506(0),4,コパノリッキー,57,7,ダ2000,JBCクラシック(G1),2014/11/03,10,16,0.8,曇,重,720.0,4,ホッコータルマエ ,2:01.6, ,5.7
アラブ首, ,幸英明, , ,計不,9,,57,11,ダ2000,ドバイワールドC(G1),2014/03/29, ,16, ,晴,良, ,16,ホッコータルマエ , , , 
1東京8,5-5,幸英明,35.1,8,506(0),2,コパノリッキー,57,15,ダ1600,フェブラリーS(G1),2014/02/23,11,16,0.1,晴,良,"3,897.2",2,ホッコータルマエ ,1:36.1,35.5-35.4,3.6
川崎,2-2-2-2,幸英明,38.4,5,506(+5),1,(ムスカテール),57,5,ダ2100,川崎記念[指定交流](G1),2014/01/29,11,11,-0.1,晴,良,"6,000.0",1,ホッコータルマエ ,2:13.8,29.9-38.7,1.1
大井,4-4-2-3,幸英明,36.0,5,501(-5),1,(ワンダーアキュート),57,5,ダ2000,東京大賞典競走(G1),2013/12/29,10,9,-0.3,晴,良,"7,000.0",1,ホッコータルマエ ,2:06.6,39.2-36.6,1.6
5阪神2,2-2-2-2,幸英明,36.6,3,506(-2),1,ベルシャザール,57,6,ダ1800,ジャパンカップダート(G1),2013/12/01,11,16,0.1,晴,良,"3,349.2",3,ホッコータルマエ ,1:50.5,36.8-36.6,1.9
金沢,1-1-1-1,幸英明,37.0,1,508(+9),1,(ワンダーアキュート),57,1,ダ2100,JBCクラシック【指(G1),2013/11/04,10,12,-0.4,曇,不,"8,000.0",1,ホッコータルマエ ,2:12.6, ,1.4
盛岡,2-2,幸英明,35.1,8,499(-2),1,エスポワールシチー,57,12,ダ1600,マイルチャンピオンシ(G1),2013/10/14,11,13,0.2,晴,良,"1,035.0",2,ホッコータルマエ ,1:35.3, ,1.3
