place,passing,jockey,up,borderNum,weight,popularity,topHourseNmae,basisWeigh,horseNum,distance,raceTitle,date,R,headCount,topDiff,weather,fieldCondition,money,order,name,time,rap,odds
4東京9,10-11-12,浜中俊,33.9,2,444(+6),6,スピルバーグ,56,3,芝2000,天皇賞(秋)(G1),2014/11/02,11,18,0.2,晴,良, ,7,デニムアンドルビー ,1:59.9,36.4-34.6,18.7
3阪神8,6-6-4-4,浜中俊,35.9,2,438(0),6,ゴールドシップ,56,2,芝2200,宝塚記念(G1),2014/06/29,11,12,0.7,曇,良,"1,320.0",5,デニムアンドルビー ,2:14.6,36.4-35.6,24.3
2東京8,15-15,浜中俊,33.2,2,438(0),4,ヴィルシーナ,55,3,芝1600,ヴィクトリアマイル(G1),2014/05/18,11,18,0.4,晴,良, ,7,デニムアンドルビー ,1:32.7,34.7-34.3,10.3
アラブ首, ,浜中俊, , ,計不,3,,54.5,3,芝2410,ドバイシーマC(G1),2014/03/29, , , , ,良, ,10,デニムアンドルビー , , , 
5東京8,12-14-13-13,浜中俊,33.2,5,434(-6),7,ジェンティルドンナ,53,9,芝2400,ジャパンC(G1),2013/11/24,11,17,0.0,晴,良,"10,108.0",2,デニムアンドルビー ,2:26.1,37.0-34.1,29.8
5京都4,18-18-17-14,内田博幸,34.1,7,440(-2),3,メイショウマンボ,54,14,芝2200,エリザベス女王杯(G1),2013/11/10,11,18,0.5,雨,重,900.0,5,デニムアンドルビー ,2:17.1,36.7-34.5,5.0
4京都4,15-15-11-8,内田博幸,34.3,7,442(-4),1,メイショウマンボ,55,14,芝2000,秋華賞(G1),2013/10/13,11,18,0.2,晴,良,"1,300.0",4,デニムアンドルビー ,1:58.8,34.4-35.5,3.3
4阪神4,18-12,内田博幸,36.0,1,446(+14),1,(シャトーブランシュ),54,1,芝1800,関西TVローズS(G2),2013/09/15,11,18,-0.1,雨,重,"5,131.6",1,デニムアンドルビー ,1:47.7,34.6-37.6,3.8
2東京10,18-17-14-11,内田博幸,34.7,3,432(0),1,メイショウマンボ,55,5,芝2400,優駿牝馬(G1),2013/05/19,11,18,0.5,晴,良,"2,847.8",3,デニムアンドルビー ,2:25.7,35.7-35.7,3.3
2東京2,18-16-5,内田博幸,33.8,6,432(+2),1,(エバーブロッサム),54,12,芝2000,サンスポ賞フローラS(G2),2013/04/21,11,18,-0.1,曇,稍,"5,131.6",1,デニムアンドルビー ,2:03.9,37.2-34.2,3.7
2阪神4,15-16-10-11,Ｃ．デム,34.3,3,430(+2),1,(アサクサティアラ),54,6,芝2000,3歳未勝利,2013/03/31,3,16,-0.3,曇,良,500.0,1,デニムアンドルビー ,2:01.1,35.3-35.1,2.0
1阪神1,6-5,福永祐一,35.0,3,428(-2),3,ジューヴルエール,54,4,芝1800,3歳未勝利,2013/02/23,5,15,0.0,曇,良,200.0,2,デニムアンドルビー ,1:47.9,35.6-35.5,5.7
,,,,,,,,,,,,,,,,,,,,モンドインテロ ,,,
5阪神1,9-9-10-10,ルメール,34.4,5,480(-2),3,サトノクロニクル,56,5,芝2000,チャレンジC(G3),2017/12/02,11,12,0.1,晴,良,620.0,4,モンドインテロ ,1:58.7,36.5-35.2,4.5
4中山7,16-16-15-15,田辺裕信,33.5,7,482(-10),2,ルージュバック,56,14,芝2200,産経賞オールカマー(G2),2017/09/24,11,17,0.8,曇,良, ,9,モンドインテロ ,2:14.6,37.7-34.8,5.3
1札幌3,8-9-8-9,ルメール,34.9,7,492(+18),1,(シルクドリーマー),57,8,芝2600,札幌日経OP(OP),2017/08/05,11,10,-0.1,晴,良,"2,421.0",1,モンドインテロ ,2:40.6,38.3-35.5,1.7
2東京12,6-6-8-5,内田博幸,35.3,1,474(-2),3,フェイムゲーム,56.5,1,芝2500,目黒記念(G2),2017/05/28,12,18,0.8,晴,良, ,8,モンドインテロ ,2:31.7,29.4-35.1,7.0
2阪神4,8-7-9-10,内田博幸,34.5,6,476(-4),11,キタサンブラック,57,10,芝2000,大阪杯(G1),2017/04/02,11,14,0.9,晴,良, ,8,モンドインテロ ,1:59.8,35.5-35.3,194.6
1京都5,6-6-7-6,シュミノ,35.8,5,480(-6),4,ミッキーロケット,56.5,8,芝2400,日経新春杯(G2),2017/01/17,11,14,0.3,晴,稍,"1,414.6",3,モンドインテロ ,2:26.0,35.6-36.4,6.7
5中山1,10-11-11-9,ルメール,35.0,6,486(+2),2,アルバート,56,8,芝3600,ステイヤーズS(G2),2016/12/03,11,13,0.3,曇,良,"1,613.2",3,モンドインテロ ,3:47.7,38.3-35.7,3.9
5東京2,6-5-6-5,ルメール,33.9,1,484(+4),1,シュヴァルグラン,56.5,1,芝2500,アルゼンチン共和国杯(G2),2016/11/06,11,15,0.2,晴,良,860.0,4,モンドインテロ ,2:33.6,31.5-34.2,3.4
1札幌3,9-9-8-5,ルメール,35.2,7,480(+2),1,(トゥインクル),56,11,芝2600,札幌日経OP(OP),2016/08/06,11,14,-0.1,晴,良,"2,430.1",1,モンドインテロ ,2:39.8,37.0-35.8,2.3
2東京12,8-5-5-4,ボウマン,34.8,3,478(0),4,クリプトグラム,56,5,芝2500,目黒記念(G2),2016/05/29,12,18,0.2,晴,良,570.0,5,モンドインテロ ,2:30.8,29.7-34.9,7.0
2東京1,4-4-4-4,戸崎圭太,34.3,5,478(-4),1,(タマモベストプレイ),55,5,芝2400,メトロポリタンS(OP),2016/04/23,10,6,-0.1,曇,良,"2,417.5",1,モンドインテロ ,2:26.2,36.7-35.0,2.1
1東京7,11-11-8-5,池添謙一,39.5,6,482(+4),3,トゥインクル,54,11,芝3400,ダイヤモンドS(G3),2016/02/20,11,16,3.0,雨,稍, ,6,モンドインテロ ,3:40.8,38.2-37.1,6.3
2京都2,3-3-3-2,Ｍ．デム,35.0,2,478(+2),1,(ペンタトニック),54,2,芝2400,松籟S(1600万下),2016/01/31,10,9,-0.2,晴,稍,"1,841.0",1,モンドインテロ ,2:27.0,36.6-35.2,2.0
5京都8,5-5-5-4,ルメール,34.0,6,476(-4),1,(グランディフローラ),54,6,芝2400,高雄特別(1000万下),2015/11/28,9,9,-0.2,晴,良,"1,520.3",1,モンドインテロ ,2:25.6,36.1-35.0,2.1
4東京9,9-9-9,ルメール,33.6,7,480(-6),1,ブリュネット,54,14,芝2000,精進湖特別(1000万下),2015/11/01,9,17,0.5,晴,良,230.0,4,モンドインテロ ,2:00.3,36.4-35.3,3.7
2新潟8,6-5,吉田隼人,33.1,5,486(-6),1,ティルナノーグ,54,5,芝2000,信濃川特別(1000万下),2015/08/23,10,8,0.4,晴,良,230.0,4,モンドインテロ ,1:59.8,37.4-33.1,2.6
1新潟7,13-13,田辺裕信,33.5,3,492(+12),1,(アクセラレート),56,4,芝1800,早苗賞(500万下),2015/05/23,10,14,-0.6,晴,良,921.5,1,モンドインテロ ,1:46.1,35.0-34.9,3.0
2中山6,13-11-4-2,戸崎圭太,38.6,1,480(+2),1,(シンボリセザンヌ),56,1,ダ1800,3歳未勝利,2015/03/15,2,15,-0.7,曇,良,500.0,1,モンドインテロ ,1:56.7,38.4-38.9,1.7
,,,,,,,,,,,,,,,,,,,,ソシアルクラブ ,,,
,,,,,,,,,,,,,,,,,,,,ヘンリーバローズ ,,,
4阪神8,1-1,Ｍ．デム,33.8,7,486(-2),1,(ショウナンマリブ),54,7,芝1800,2歳未勝利,2017/09/30,3,9,-0.7,晴,良,500.0,1,ヘンリーバローズ ,1:47.5,36.5-33.8,1.1
,,,,,,,,,,,,,,,,,,,,エリスライト ,,,
,,,,,,,,,,,,,,,,,,,,グレイル ,,,
5京都7,4-4-4-4,武豊,34.0,6,492(-2),2,(タイムフライヤー),55,6,芝2000,ラジオN杯京都2歳S(G3),2017/11/25,11,9,0.0,晴,良,"3,332.9",1,グレイル ,2:01.6,36.7-34.6,4.8
,,,,,,,,,,,,,,,,,,,,メイショウスミトモ ,,,
4中京2,8-8-10-9,吉田隼人,36.2,3,480(+2),15,ゴールドドリーム,57,5,ダ1800,チャンピオンズC(G1),2017/12/03,11,15,0.9,晴,良, ,14,メイショウスミトモ ,1:51.0,36.2-36.2,128.2
4阪神8,7-7-9-7,古川吉洋,36.8,2,478(+6),11,(ドラゴンバローズ),55,4,ダ2000,シリウスS(G3),2017/09/30,11,16,0.0,晴,良,"3,657.4",1,メイショウスミトモ ,2:03.9,35.6-37.7,74.2
4中山4,10-9-9-10,津村明秀,37.5,6,472(-4),12,センチュリオン,57,12,ダ1800,ラジオ日本賞(OP),2017/09/17,11,16,0.3,雨,不, ,7,メイショウスミトモ ,1:51.3,36.5-37.8,49.0
1札幌6,13-13-13-14,四位洋文,36.5,8,476(+2),9,ロンドンタウン,56,13,ダ1700,エルムS(G3),2017/08/13,11,14,1.8,曇,重, ,11,メイショウスミトモ ,1:42.7,29.2-35.9,42.9
2函館2,10-11-9-9,吉田隼人,37.3,4,474(0),2,テイエムジンソク,56,5,ダ1700,マリーンS(OP),2017/07/09,11,14,1.2,曇,良, ,6,メイショウスミトモ ,1:44.1,29.4-37.2,7.9
1函館3,7-7-5-4,吉田隼人,37.4,4,474(-6),5,テイエムジンソク,57,6,ダ1700,大沼S(OP),2017/06/24,11,14,0.8,晴,良,554.2,3,メイショウスミトモ ,1:43.6,28.4-37.4,8.7
2阪神7,12-12-12-12,古川吉洋,36.2,4,480(+2),12,モルトベーネ,56,8,ダ1800,アンタレスS(G3),2017/04/15,11,16,0.5,晴,良, ,6,メイショウスミトモ ,1:50.4,36.3-36.6,91.4
3中山2,9-9-9-10,和田竜二,38.5,3,478(+2),5,インカンテーション,56,6,ダ1800,マーチS(G3),2017/03/26,11,16,0.5,小雨,稍, ,7,メイショウスミトモ ,1:52.5,36.6-38.6,11.2
2中山1,11-10-5-5,和田竜二,37.4,8,476(-2),8,モンドクラッセ,57,15,ダ1800,総武S(OP),2017/02/25,11,15,0.1,晴,稍,330.0,4,メイショウスミトモ ,1:52.7,37.4-37.7,20.2
1中山2,9-7-6-4,吉田隼人,38.0,4,478(+4),8,ドリームキラリ,57,6,ダ1800,ポルックスS(OP),2017/01/07,11,14,0.4,晴,良,330.0,4,メイショウスミトモ ,1:53.3,37.2-38.3,18.9
5中山8,7-8-7-7,和田竜二,39.2,4,474(-10),5,グレンツェント,56,7,ダ1800,師走S(OP),2016/12/24,11,16,0.7,晴,稍, ,7,メイショウスミトモ ,1:54.0,36.9-39.0,13.1
4中京2,8-8-7-5,古川吉洋,37.9,6,484(+12),14,サウンドトゥルー,57,10,ダ1800,チャンピオンズC(G1),2016/12/04,11,15,1.0,曇,良, ,11,メイショウスミトモ ,1:51.1,36.3-37.7,264.7
5東京3,12-8,和田竜二,36.1,3,472(0),7,タガノトネール,56,5,ダ1600,東京中日S杯武蔵野S(G3),2016/11/12,11,16,1.4,晴,重, ,13,メイショウスミトモ ,1:35.2,34.5-35.5,28.8
4中山3,5-5-5-5,和田竜二,36.5,7,472(-2),4,(ケイティブレイブ),56,7,ダ1800,ラジオ日本賞(OP),2016/09/17,11,9,-0.1,曇,稍,"2,219.6",1,メイショウスミトモ ,1:50.6,36.1-37.8,9.5
2小倉5,7-9-9-8,和田竜二,36.5,2,474(0),5,(モズライジン),52,2,ダ1700,阿蘇S(OP),2016/08/13,11,13,-0.2,晴,良,"2,228.7",1,メイショウスミトモ ,1:43.8,30.1-37.5,7.9
2小倉1,10-10-9-8,和田竜二,36.9,7,474(-4),8,サンライズホーム,57,14,ダ1700,KBC杯(1600万下),2016/07/30,11,16,0.3,晴,良,270.0,4,メイショウスミトモ ,1:44.8,30.2-37.3,22.7
3阪神8,6-5-4-4,和田竜二,37.0,3,478(+6),12,モルトベーネ,57,5,ダ1800,花のみちS(1600万下),2016/06/26,10,16,0.4,晴,稍,465.0,3,メイショウスミトモ ,1:50.2,35.7-37.0,64.2
1小倉2,11-10-10-7,津村明秀,36.2,3,472(-2),9,モルトベーネ,54,4,ダ1700,門司S(1600万下),2016/02/14,11,15,0.6,曇,重,172.0,5,メイショウスミトモ ,1:43.6,29.5-36.2,18.3
1中山7,9-9-6-6,津村明秀,38.9,4,474(+4),8,バスタータイプ,57,6,ダ1800,アレキサンドライトS(1600万下),2016/01/23,11,14,1.2,小雨,稍, ,9,メイショウスミトモ ,1:53.9,37.0-38.1,29.4
1中山3,9-10-8-9,津村明秀,38.1,4,470(-8),9,マイネルバウンス,54,6,ダ1800,招福S(1600万下),2016/01/10,10,14,0.3,晴,良,270.0,4,メイショウスミトモ ,1:54.0,36.6-38.6,17.7
5阪神5,8-8-4-6,浜中俊,39.2,3,478(+12),5,トップディーヴォ,54,3,ダ1800,摩耶S(1600万下),2015/12/19,10,13,1.7,晴,良, ,11,メイショウスミトモ ,1:52.8,37.2-38.0,11.1
5東京5,9-10,古川吉洋,37.4,8,466(0),5,プロトコル,57,16,ダ1600,錦秋S(1600万下),2015/11/21,11,16,1.0,晴,良, ,8,メイショウスミトモ ,1:37.3,34.6-37.4,11.0
5東京2,10-10,古川吉洋,35.8,3,466(+6),6,アンズチャン,57,6,ダ1400,銀嶺S(1600万下),2015/11/08,10,16,0.5,雨,重, ,6,メイショウスミトモ ,1:23.8,34.7-36.1,17.5
2札幌6,9-8-6-3,古川吉洋,36.9,6,460(-6),4,(オーシャンブルグ),57,8,ダ1700,釧路湿原特別(1000万下),2015/09/06,12,13,-0.3,晴,良,"1,530.8",1,メイショウスミトモ ,1:44.4,29.9-37.5,6.5
2札幌3,4-3-3-2,古川吉洋,35.8,2,466(0),4,モンドクラッセ,57,2,ダ1700,ポプラ特別(1000万下),2015/08/29,12,13,0.6,晴,良,609.4,2,メイショウスミトモ ,1:45.4,31.1-35.4,10.0
2函館5,10-9-9-7,古川吉洋,35.9,7,466(-4),3,キャンバス,57,11,ダ1700,駒場特別(1000万下),2015/07/25,12,13,0.1,曇,不,608.4,2,メイショウスミトモ ,1:43.9,30.0-36.6,6.6
2函館4,2-2-2-2,武豊,38.4,8,470(0),2,ルファルシオン,57,13,ダ1700,渡島特別(1000万下),2015/07/19,10,13,1.0,曇,良, ,7,メイショウスミトモ ,1:45.0,29.4-37.6,5.3
1函館4,9-8-6-7,古川吉洋,36.7,6,470(0),1,トミケンユークアイ,57,7,ダ1700,津軽海峡特別(1000万下),2015/06/28,12,11,1.4,雨,不, ,7,メイショウスミトモ ,1:44.2,29.3-35.9,3.4
3阪神2,7-8-3-3,古川吉洋,37.5,6,470(-2),1,フォローハート,57,6,ダ1800,加古川特別(1000万下),2015/06/07,10,11,0.5,晴,良,383.7,3,メイショウスミトモ ,1:51.5,36.9-37.4,2.7
2中山7,11-11-9-10,内田博幸,37.9,5,472(-12),8,ダノンバトゥーラ,57,10,ダ1800,韓国馬事会杯(1600万下),2015/03/21,10,16,0.6,晴,稍, ,7,メイショウスミトモ ,1:53.2,36.9-38.2,16.1
1阪神2,9-9-8-6,古川吉洋,36.5,3,484(+4),7,マスクゾロ,53,6,ダ1800,伊丹S(1600万下),2015/03/01,10,16,0.3,雨,不,465.2,3,メイショウスミトモ ,1:49.9,36.3-37.0,16.7
1京都1,11-12-7-9,武幸四郎,37.3,7,480(0),4,マイネルクロップ,56,11,ダ1800,初夢S(1600万下),2015/01/04,10,14,1.8,晴,稍, ,10,メイショウスミトモ ,1:50.8,35.8-36.1,7.2
5阪神5,8-8-7-6,古川吉洋,36.0,2,480(+10),5,タガノゴールド,53,4,ダ1800,摩耶S(1600万下),2014/12/20,10,16,0.1,雨,不,270.0,4,メイショウスミトモ ,1:50.0,37.0-36.5,7.9
4京都7,15-15-16-17,武幸四郎,35.7,8,470(+6),17,トーホウジャッカル,57,18,芝3000,菊花賞(G1),2014/10/26,11,18,2.4,晴,良, ,14,メイショウスミトモ ,3:03.4,37.0-34.9,192.9
4阪神8,9-9-6-5,古川吉洋,36.3,6,464(0),10,(ストロングサウザー),55,11,ダ1800,3歳上1000万下,2014/10/05,12,16,0.0,曇,良,"1,020.0",1,メイショウスミトモ ,1:51.3,37.0-36.8,27.6
2札幌2,7-7-6-5,古川吉洋,37.5,8,464(-4),6,カーティスバローズ,53,12,ダ1700,エアグルーヴC(1000万下),2014/08/24,10,13,0.3,晴,良,220.0,4,メイショウスミトモ ,1:45.1,29.7-37.6,19.6
1新潟4,5-5-3-2,古川吉洋,37.9,6,468(0),3,(ゼンノスサノヲ),56,9,ダ1800,わらび賞(500万下),2014/05/11,10,14,0.0,晴,良,903.6,1,メイショウスミトモ ,1:53.9,37.4-38.3,7.3
2阪神7,8-6-5-5,武豊,37.7,5,468(+6),6,アムールブリエ,56,5,ダ1800,3歳500万下,2014/04/19,6,11,0.8,晴,良,180.0,3,メイショウスミトモ ,1:54.0,38.3-37.5,8.1
2中山7,7-6-5-5,戸崎圭太,38.2,4,462(-16),6,ファドーグ,56,6,ダ1800,3歳500万下,2014/03/21,7,14,0.8,晴,重,110.0,4,メイショウスミトモ ,1:54.3,37.5-38.0,10.8
1阪神3,7-8-8-8,古川吉洋,38.5,6,478(0),7,ポメグラネイト,56,11,ダ1800,3歳500万下,2014/03/08,6,16,0.8,晴,稍,72.0,5,メイショウスミトモ ,1:54.9,36.5-38.6,43.3
1小倉3,8-8-7-8,古川吉洋,37.9,4,478(+8),7,ビタミンエース,56,5,ダ1700,くすのき賞(500万下),2014/02/15,10,14,0.3,曇,重, ,6,メイショウスミトモ ,1:45.4,29.0-38.1,15.8
5中山4,6-4-3-3,大野拓弥,39.4,4,470(-10),8,サトノスーペリア,55,6,ダ1800,2歳500万下,2013/12/08,7,14,0.4,晴,良,180.0,3,メイショウスミトモ ,1:56.2,38.1-39.3,25.2
5京都5,10-9-10-9,古川吉洋,36.4,1,480(+16),9,メイショウイチオシ,55,1,ダ1800,もちの木賞(500万下),2013/11/16,9,11,1.6,晴,稍, ,7,メイショウスミトモ ,1:53.3,37.6-35.7,37.2
4東京3,14-14,大野拓弥,37.8,1,464(-12),10,ダイチトゥルース,55,1,ダ1600,プラタナス賞(500万下),2013/10/12,9,16,1.0,晴,良,95.0,5,メイショウスミトモ ,1:39.0,35.0-38.4,25.8
4函館5,14-14-13-9,古川吉洋,44.1,4,476(0),11,レッドリヴェール,54,5,芝1800,札幌2歳S(G3),2013/08/31,11,14,4.1,雨,不, ,7,メイショウスミトモ ,2:03.8,37.4-42.0,50.6
,,,,,,,,,,,,,,,,,,,,フェイムゲーム ,,,
5中山1,5-5-4-2,ボウマン,35.5,2,468(+16),2,アルバート,57,2,芝3600,ステイヤーズS(G2),2017/12/02,11,10,0.4,晴,良,"2,520.0",2,フェイムゲーム ,3:43.4,37.6-35.5,4.6
4京都3,11-11-11-10,ルメール,34.6,4,452(-2),5,スマートレイアー,57,7,芝2400,京都大賞典(G2),2017/10/09,11,15,0.9,晴,良, ,10,フェイムゲーム ,2:23.9,35.6-34.4,9.8
2東京12,10-10-10-10,ルメール,33.9,6,454(0),8,(ヴォルシェーブ),58,12,芝2500,目黒記念(G2),2017/05/28,12,18,-0.1,晴,良,"5,828.8",1,フェイムゲーム ,2:30.9,29.4-35.1,19.1
1東京7,13-14-12-12,北村宏司,34.1,4,454(0),3,アルバート,58,7,芝3400,ダイヤモンドS(G3),2017/02/18,11,15,0.7,曇,良, ,6,フェイムゲーム ,3:35.9,38.3-34.4,6.3
5東京8,13-12-5-6,北村宏司,35.7,6,454(0),15,キタサンブラック,57,11,芝2400,ジャパンC(G1),2016/11/27,11,17,1.5,小雨,良, ,17,フェイムゲーム ,2:27.3,37.2-34.7,121.2
5東京2,14-13-11-12,北村宏司,33.7,5,454(-4),5,シュヴァルグラン,58,8,芝2500,アルゼンチン共和国杯(G2),2016/11/06,11,15,0.4,晴,良,570.0,5,フェイムゲーム ,2:33.8,31.5-34.2,15.1
3阪神8,11-11-13-15,柴山雄一,38.2,1,458(-2),12,マリアライト,58,1,芝2200,宝塚記念(G1),2016/06/26,11,17,2.3,晴,稍, ,17,フェイムゲーム ,2:15.1,34.7-36.8,64.5
3京都4,15-16-17-16,ボウマン,34.4,3,460(-10),4,キタサンブラック,58,5,芝3200,天皇賞(春)(G1),2016/05/01,11,18,0.5,晴,良, ,8,フェイムゲーム ,3:15.8,37.5-35.0,7.4
1東京7,12-11-13-8,三浦皇成,37.0,8,470(0),2,トゥインクル,58.5,16,芝3400,ダイヤモンドS(G3),2016/02/20,11,16,0.7,雨,稍,"1,616.0",2,フェイムゲーム ,3:38.5,38.2-37.1,5.6
オースト, ,パートン, , ,計不,1,,57,3,芝3200,メルボルンC(G1),2015/11/03, ,24, , ,稍, ,13,フェイムゲーム , , , 
オースト, ,パートン, , ,計不,5,,,3,芝2400,コーフィールドC(G1),2015/10/17, ,18, , ,稍, ,6,フェイムゲーム , , , 
3京都4,10-9-11-10,北村宏司,34.5,7,456(0),7,ゴールドシップ,58,14,芝3200,天皇賞(春)(G1),2015/05/03,11,17,0.0,晴,良,"6,103.2",2,フェイムゲーム ,3:14.7,36.1-35.3,22.6
1東京7,9-11-11-10,北村宏司,34.6,8,456(-6),1,(ファタモルガーナ),58,16,芝3400,ダイヤモンドS(G3),2015/02/21,11,16,-0.3,晴,良,"4,058.8",1,フェイムゲーム ,3:31.9,37.5-35.2,3.7
1中山9,17-17-12-14,北村宏司,34.5,5,462(+4),3,クリールカイザー,57,10,芝2200,アメリカジョッキーC(G2),2015/01/25,11,17,0.8,晴,良, ,12,フェイムゲーム ,2:14.4,37.7-34.6,8.3
5東京2,11-11-8-7,北村宏司,34.0,2,458(+2),2,(クリールカイザー),57,3,芝2500,アルゼンチン共和国杯(G2),2014/11/09,11,18,-0.4,曇,良,"5,630.2",1,フェイムゲーム ,2:30.5,30.4-34.7,4.9
3新潟6,10-10-10-9,北村宏司,34.4,8,456(+6),4,マイネルラクリマ,56,16,芝2200,産経賞オールカマー(G2),2014/09/28,11,18,0.2,晴,良, ,6,フェイムゲーム ,2:12.4,35.4-35.0,10.0
3阪神8,2-2-2-2,北村宏司,36.3,8,450(-2),7,ゴールドシップ,58,12,芝2200,宝塚記念(G1),2014/06/29,11,12,0.8,曇,良, ,6,フェイムゲーム ,2:14.7,36.4-35.6,33.1
3京都4,12-13-11-12,北村宏司,34.3,5,452(0),11,フェノーメノ,58,10,芝3200,天皇賞(春)(G1),2014/05/04,11,18,0.4,晴,良, ,6,フェイムゲーム ,3:15.5,36.9-34.8,91.7
1東京7,11-11-7-2,北村宏司,35.8,1,452(-2),1,(セイクリッドバレー),55,1,芝3400,ダイヤモンドS(G3),2014/02/22,11,11,-0.2,晴,良,"4,039.9",1,フェイムゲーム ,3:30.2,38.7-36.0,2.9
1中山9,12-10-8-8,北村宏司,35.8,1,454(-6),6,ヴェルデグリーン,55,1,芝2200,アメリカジョッキーC(G2),2014/01/26,11,16,0.1,曇,良,"1,516.4",3,フェイムゲーム ,2:14.1,36.5-36.4,11.9
5中山5,10-10-11-10,北村宏司,34.5,8,460(+16),8,エアソミュール,55,16,芝1800,ディセンバーS(OP),2013/12/14,11,16,0.2,晴,良, ,6,フェイムゲーム ,1:48.3,37.0-35.4,16.0
3中山8,15-15-16-14,北村宏司,35.9,8,444(-8),7,ロゴタイプ,57,16,芝2000,皐月賞(G1),2013/04/14,11,18,1.3,晴,良, ,12,フェイムゲーム ,1:59.3,34.1-35.9,18.3
2中山8,11-11-12-13,北村宏司,34.6,7,452(0),6,ロゴタイプ,56,14,芝1800,フジTVスプリングS(G2),2013/03/17,11,16,0.3,晴,良,780.0,4,フェイムゲーム ,1:48.1,36.8-35.6,12.4
1中山5,9-9-7-5,ベリー,34.7,5,452(-4),7,(アクションスター),56,6,芝2000,京成杯(G3),2013/01/21,11,12,0.0,晴,良,"3,749.7",1,フェイムゲーム ,2:02.3,36.2-35.5,12.6
5中山6,8-8-8-6,スミヨン,35.3,4,456(+6),6,(シャイニーリーヴァ),55,8,芝2000,2歳未勝利,2012/12/16,4,18,-0.4,晴,稍,500.0,1,フェイムゲーム ,2:02.7,37.0-35.9,14.7
4東京6,9-11,田中勝春,34.2,3,450(-8),3,アドマイヤイチバン,55,3,芝1600,2歳未勝利,2012/10/20,3,12,0.7,晴,良,50.0,5,フェイムゲーム ,1:36.5,36.0-35.0,10.2
,,,,,,,,,,,,,,,,,,,,ローズプリンスダム ,,,
4中京2,9-9-8-8,戸崎圭太,36.2,8,458(+2),14,ゴールドドリーム,56,16,ダ1800,チャンピオンズC(G1),2017/12/03,11,15,0.7,晴,良, ,12,ローズプリンスダム ,1:50.8,36.2-36.2,81.4
5京都2,14-14-13-12,木幡巧也,37.8,6,456(-2),7,テイエムジンソク,55,11,ダ1800,みやこS(G3),2017/11/05,11,15,1.5,晴,良, ,7,ローズプリンスダム ,1:51.6,35.5-37.4,25.2
2新潟4,4-6-5-7,木幡巧也,37.8,2,458(-1),11,(サルサディオーネ),56,2,ダ1800,レパードS(G3),2017/08/06,11,15,-0.2,晴,良,"4,055.3",1,ローズプリンスダム ,1:52.9,36.1-38.4,66.3
大井,2-2-2-3,大野拓弥,40.1,2,459(+5),6,ヒガシウィルウィン,56,2,ダ2000,ジャパンダートダービ(G1),2017/07/12,11,14,1.6,晴,良, ,8,ローズプリンスダム ,2:07.4,35.8-38.6,13.0
3京都10,7-7-3-3,小牧太,38.2,8,454(-4),10,(リヴェルディ),56,10,ダ1800,鳳雛S(OP),2017/05/21,10,10,0.0,晴,良,"1,823.1",1,ローズプリンスダム ,1:51.9,35.9-38.4,33.6
3京都4,3-3,浜中俊,37.3,5,458(0),13,マイネルバールマン,56,10,ダ1400,端午S(OP),2017/04/30,10,16,0.5,晴,良, ,6,ローズプリンスダム ,1:26.1,35.7-37.0,39.1
2中山2,3-3-2-2,田辺裕信,38.5,8,458(-4),2,(バスカヴィル),56,10,ダ1800,3歳500万下,2017/02/26,4,10,-0.1,晴,良,720.0,1,ローズプリンスダム ,1:56.1,38.0-38.6,4.4
1中山1,3-3-3-3,黛弘人,39.8,6,462(-2),4,リゾネーター,56,11,ダ1800,3歳500万下,2017/01/05,6,16,1.2,晴,良,110.0,4,ローズプリンスダム ,1:57.2,38.5-38.8,8.6
5中山3,2-2-2-2,大野拓弥,39.7,2,464(-2),8,ハイパーノヴァ,55,2,ダ1800,2歳500万下,2016/12/10,7,12,0.6,晴,良,290.0,2,ローズプリンスダム ,1:56.2,38.2-39.4,33.3
5東京8,13-13,大野拓弥,34.6,2,466(+10),10,サトノアレス,55,2,芝1600,ベゴニア賞(500万下),2016/11/27,7,13,1.6,曇,良, ,12,ローズプリンスダム ,1:37.2,35.7-34.6,59.4
,,,,,,,,,,,,,,,,,,,,サトノクロニクル ,,,
5阪神1,3-4-3-4,Ｍ．デム,34.9,3,454(-10),1,(デニムアンドルビー),55,3,芝2000,チャレンジC(G3),2017/12/02,11,12,0.0,晴,良,"4,142.7",1,サトノクロニクル ,1:58.6,36.5-35.2,3.5
4京都7,7-9-13-13,福永祐一,41.3,6,464(+2),6,キセキ,57,11,芝3000,菊花賞(G1),2017/10/22,11,18,1.9,雨,不, ,10,サトノクロニクル ,3:20.8,37.8-40.0,14.7
4中山5,3-4-3-4,Ｍ．デム,34.2,2,462(+12),3,ミッキースワロー,56,2,芝2200,朝日セントライト記念(G2),2017/09/18,11,15,0.5,晴,良,"1,415.8",3,サトノクロニクル ,2:13.2,35.8-34.0,6.6
2福島2,4-4-5-4,川田将雅,35.6,5,450(-2),1,セダブリランテス,57,6,芝1800,ラジオNIKKEI賞(G3),2017/07/02,11,12,0.7,曇,良, ,6,サトノクロニクル ,1:47.3,35.3-35.4,3.1
3京都11,6-5,川田将雅,34.6,4,452(-4),1,(クリノヤマトノオー),57,4,芝1800,白百合S(OP),2017/05/27,10,7,0.0,晴,良,"1,918.9",1,サトノクロニクル ,1:46.6,34.9-35.4,1.8
